jaah	jaahh
hakkama	`aksi
värisema	värisema
ning	ning
mina	maa
es	ss
julgema	`julgu
ja	ja
minema	läksime
tagasi	tagasi
panema	panime
voodi	`voodi
peale	`peale
tema	ta
ning	ning
nõnda	nönda
kui	kut
voodi	`voodi
peale	`peale
panema	panime
nõnda	nönda
äkist	äkkist
laskma	`laskes
sedasi	sedasi
pea	pea
teisale	`teissele
ja	ja
olema+ki	oligi
surema	`surnud
põigiti	pöigitti
üle	üle
voodi	`voodi
mina	maa
hakkama	`aksi
nutma	`nutma
mina	maa
hüüdma	`üitsi
mamma	mamma
olema	oli
siis	siiss
sedasi	sedasi
meie	mee
olema	olime
teine	teine
teine	teise
kord	korra
tema	taa
olema	oli
siis	siiss
sedasi	sedasi
mina	maa
olema	oli
valve	valvel
õhtust+poolt	`öhtast+poolt
mamma	mamma
olema	oli
rohkem	`rohkem
õhtune	`öhtast
unine	unine
aga	aga
mina	maa
olema	oli
jälle	`jälle
hommikune	omigust
erk	ergem
mina	maa
olema	oli
hommikust+poolt	omigust+poolt
aga	aga
siis	siis
seal	sääl
samas	sammas
olema+ki	oligi
surema	`surnud
no	no
mis	miss
nüüd	nüid
tegema	teha
kes	kiss
surm	surma
ära	ära
pesema	peseb
siis	siis
mamma	mamma
pesema	pesi
mina	maa
pesema	pesi
ainult	ainult
jalg	jalad
ning	ning
käsi	kääd
aga	aga
nüüd	nüid
surm	surm
teine	`teisse
tuba	tuba
taluma	taluda
viima	`viija
olema	pole
jälle	`jälle
keegi	kidagid
no	no
siis	siiss
see	se
karja+poiss	karja+boisi
käsi	kääs
olema	olid
see	se
väike	`väikse
poiss	poisi
käsi	kääs
olema	olid
jalg	jalad
ning	ning
siis	siiss
mamma	mamma
olema	oli
jälle	`jälle
peats	`peatsist
ja	ja
siis	siis
minema	läksime
panema	panime
teine	`teisse
ots	`otsa
sohva	sohva
peale	`peale
tema	ta
ja	ja
siis	siis
jääma	jähi
sinna	`sinna
ning	ning
kui	kui
meie	me
hakkama	`akkasime
siis	siis
maa	`maale
minema	minema
tuli	tule
panema	panime
juurde	`juurde
ka	kaa
ja	ja
ning	ning
loom	loomad
jääma	jähid
ju	ju
loom	loomad
jääma	jähid
koju	koju
jälle	`jälle
noh	nohh
nemad	nendele
panema	panime
sööma	`süija
ette	`ette
ja	ja
jooma	`juuwa
ka	kaa
ette	`ette
ning	ning
minema	läksime
maa	`maale
no	no
selle+pärast	selle+bärast
olema	oli
siis	siis
häda	äda
jälle	`jälle
ära	ära
tulema	`tulla
loom	`loomade
pärast	pärast
aga	aga
siis	siis
ikka	`ikka
viimaks	`viimaks
saama	sai
ja	ja
keegi	kedagi
olema	pole
kes	kess
koju	koju
jääma	jääb
keegi	`keegi
ei	ei
julgema	`julge
koju	koju
jääma	jääda
kõik	keik
tahtma	tahavad
välja	`väl'ja
minema	`minna
ei	äi
jääma	jäänd
ka	kaa
keegi	kedagi
koju	koju
jääma	jähi
maja	maea
päris	päris
üksi	üksi
kass	kassi
ajama	ajasime
tuba	toast
välja	`väl'ja
ütlema	eettasse
et	et
kass	kas's
pidama	peab
surm	surma
kallale	kallale
minema	minema
ära	ära
tema	teda
lammutama	lammuttama
ning	ning
tuli	tuled
põlema	pölema
ning	ning
teine	teised
vaatama	`vaattand
et	et
ei	äi
teadma	tea
mis	miss
see	se
olema	onn
kuidas	kuidas
nemad	nendel
teine	`teisses
ots	`otsas
tuli	tuli
põlema	pöleb
öösel	`öösse
aga	aga
see	selle
peale	`peale
ei	äi
tulema	tulnd
keegi	`keegi
et	et
seal	sääl
miski	midagi
võima	vöib
juhtuma	`juhtund
olema	`olla
ja	ja
see	selle
see	selle
läbi	läbi
olema	oli
see	se
olema	oli
see	se
nii	nii
kole	kole
ja	ja
mõlemad	mölemad
surm	surmad
olema	olime
kodunt	kodunt
no	no
papa	pappa
surema	suri
ära	ära
sedasi	sedasi
et	et
ei	äi
saama	saand
miski	midagid
ja	ja
mõtlema	`mötlesime
hakkama	akkatta
arst	arsti
juurde	`juure
tema	teda
saatma	`saatma
no	no
mis	miss
moodi	`moodi
sina	sa
saama	saad
sealt	säält
siis	siss
nii	nii
järsku	`järsku
ja	ja
pärast	pärast
see	seda
arst	airst
arvama	`arvas
küll	küll
tema	tal
tulema	tuli
siit	siit
roheline	rohelist
ajama	ajas
jälle	`jälle
meie	mee
panema	panime
tema	ta
riie	`riide
aga	äga
siis	siiss
see	se
särk	säirk
olema	oli
jälle	`jälle
juba	juba
roheline	roheline
rind	rinna
eest	eest
siis	siis
pidama	pidi
teine	teise
teine	teised
riie	`riided
panema	panema
ja	ja
arst	airst
tunnistama	tunnistas
pärast	pärast
et	et
sapp	sapp
olema	onn
ära	ära
puhkema	`puhkend
no	no
tulema	tulime
maa	`maale
mis	miss
nüüd	nüid
maa	maal
siis	siss
kõik	keik
võõras	`vöörad
esiti	esitti
saama	saa
nutt	nuttu
eest	eest
rääkima+ki	`rääkkidagi
mis	miss
viga	viga
olema	onn
teine	teised
tegema	tegid
siin	sii
sai	`saija
ja	ja
siis	sis
saama	saa
tagasi	tagasi
jälle	`jälle
kuidagi	kudagid
ning	ning
kimpus	`kimppus
jah	jaahh
see	see
katsuma	`katsusime
plaguma	flaguda
tema	taa
käskima	`käskis
ise	ise
ka	kaa
plaguma	flaguda
kui	kui
tema	ta
veel	veel
elama	elas
noh	nohh
meie	meittel
just	just
plagu	flagu
ei	äi
olema	olnd
katsuma	`katsusime
tekk	`tekkidega
mis	miss
õhune	öhused
olema	onn
kange	`kange
tuul	tuul
olema	oli
ka	kaa
viskama	`viskab
tekk	tekki
maha	maha
käsi	kääst
kõik	keige
kali	kaliga
ning	ning
see	sellest
ei	äi
tulema	tulnd
miski	midagid
välja	`välja
siis	siis
minema	läksime
meie	meitte
maa	maa
nukk	nukk
mis	miss
seal	sääl
olema	onn
sinna	`sönna
ning	ning
hakkama	`aksime
seal	sääl
kadakas	kadaga( i )d
põletama	pölettama
tuli	tuld
põletama	pölettama
mitte	`mette
miski	midagid
keegi	`keegi
olema	pole
nägema	näind
ja	ja
suits	suits
olema	olnd
kord	korra
suur	suur
suits	suits
ja	ja
põletama	pölettasime
mitu	midu
koorem	`koorma
kadakas	kadaga( i )d
ära	ära
aga	aga
mitte	`mette
miski	midagid
plaguma	flaguda
noh	nohh
plagu	flagu
olema	onn
ikka	`ikka
plagu	flagu
kas	kass
teie	te
teadma	`täätte
mis	miss
plagu	flagu
olema	onn
jah	jahh
noh	nohh
siis	siis
kui	kui
sina	sa
tema	ta
üles	üles
kali	kali
otsa	`otsa
ajama	ajad
muidu+ki	muidud
siis	siis
tema	ta
paistma	paistab
ju	jo
kaugele	`kaugele
kui	kui
sina	sa
üles	üles
saama	saat
tema	ta
tõmbama	tömmatta
aga	aga
noh	nohh
kange	`kange
tuul	tuulega
ei	äi
saama	saa
ja	ja
paks	paks
riie	riije
tema	taa
ei	äi
ei	äi
kerkima	`kerkki
sina	saa
ep	b
saama	saa
kepp	keppiga
tema	teda
üles	üles
tõstma	`tösta
ikka	`ikka
lükkama	lükkab
ennem	ennem
käsi	kääst
maha	maha
jah	jahh
et	et
olema	oleks
nägema	näind
et	et
mis	miss
et	et
mis	miss
nemad	nad
plaguma	flaguvad
et	et
miski	midagi
ikka	`ikka
olema	onn
seal	sääl
aga	aga
sedasi	sedasi
jääma	jäi
kõik	`keikkidest
nägema	nägematta
ei	äi
kuidas	kudas
ei	äi
tulema	tule
ei	äi
mina	maa
ütlema	tlesi
kuidas	kudas
ei	äi
tulema	tule
tulema	tuleb
küll	küll
jah	jahh
tihti	`tihti
tulema	tuleb
panema	paneb
käim	käima
jää	jääd
täis	täis
kõik	keik
ja	ja
vahel	vahel
jooksma	jooseb
kurk	`kurkkust
läbi	läbi
ja	ja
no	no
kus	kuss
koht	`kohta
minema	lähed
mitte	`mette
kuskile	`kuskile
meie	meil
olema	oli
siis	siis
rohkem	`rohkem
loom	`loomi
ja	ja
ikka	`ikka
saama	sai
üht+viisi	`ühte+`viisi
müüma	müisime
ükski	öhegid
pull	pulli
või	vöi
sedasi	sedasi
maha	maha
ning	ning
siis	siiss
katsuma	`katsusime
raha	raha
loom	`loomade
eest	eest
ning	ning
mõni	mönest
saama	sai
ning	ning
või	vöid
saama	sai
müüma	`müija
ning	ning
puudus	`puudust
olema	pole
ka	kaa
olema	olnd
ikka	`ikka
saama	`saime
peale	pääle
ei	eij
olema	ole
väike	`väikse
paat	paadiga
ikka	`ikka
noh	nohh
tema	taa
olema	onn
küll	küll
suur	suur
ei	äi
puri	purjud
ka	kaa
ikka	`ikka
puri	purjud
ka	kaa
ikka	`ikka
aga	aga
siis	sis
mootor	`moottori
ei	äij
olema	olnd
siis	siis
veel	veel
selle+pärast	selle+bärast
see	se
laid	`laidu
elu	elu
olema	onn
teist+moodi	`teist+modi
elu	elu
kui	kut
siin	sii
jah	jahh
olema	olen
käima	käind
ka	kaa
üksi	üksi
üks+kord	ühe+gorra
minema	läks
nii	nii
kange	`kangeks
kõu	köuwe
ilm	ilmaks
siis	siis
mina	ma
minema	läksi
Lai	`Laija
madal	madala
ning	ning
olema	oli
nii+kaua	`nii+gauwa
seal	sääl
peal	pääl
see	see
üks	üks
meri	mere
rahu	rahu
Lai	Lai
madal	madal
kui	kut
see	see
kõu	köuwe
ilm	ilm
mööda	`mööda
minema	läks
siis	siis
mina	maa
hakkama	`akkasi
jälle	`jälle
tulema	tulema
noh	nohh
ise	ise
oma	omale
püüdma	`püitsid
vanem	vanamad
püüdma	`püitsid
oma	omale
ning	ning
Mihkel	`Mihkel
püüdma	`püidas
nii+sama	nii+samma
siis	siiss
sedasi	sedasi
kala	kala
see	see
olema	onn
kala+püük	kala+büik
lisidal	lisidal
seal	sääl
olema	pole
miski	midad
keegi	kidad
sina	sul
selts	`seltsis
olema	onn
kui	kui
üks	üks
isane	isane
inimene	inimene
olema	onn
meie	mee
käima	käisime
Emmi	Emmiga
ning	ning
seal	sääl
järjest	järjest
käima	käisime
väljas	`väljas
mis	miss
rahu	rahu
aeg	`aegas
es	ess
olema	ole
ju	ju
miski	midad
siis	siiss
olema	oli
kala+mees	kala+mehi
järjest	järjest
nii	nii
palju	palju
seal	sääl
et	et
teadma+ki	`teagid
kes	kes
nemad	nad
kõik	keik
olema	olid
seal	säl
öösel	`öösse
tuba	tuad
olema	olid
täis	täis
põhk	pöhud
olema	olid
maas	maas
jah	jahh
jah	jahh
siis	siis
viimaks	`viimaks
nemad	nad
panema	panid
oma	omale
latern	`latternad
põlema	pölema
muidu	muidu
kui	kui
jälle	jälle
minema	läks
kange	`kangeks
tuul	tuuleks
siis	siis
nemad	nad
ei	äi
leidma	`leidand
võrk	`vörkkusid
üles	üles
siis	siis
latern	`latterna
tuli	tuled
põlema	pölesid
siis	siis
paistma	`paistas
just+kui	`just+kui
suur	sur
linn	linna
alune	alune
siis	siis
kui	kui
tuul	tuuleks
minema	läksid
siis	siis
nemad	nad
minema	läksid
ära	ära
tooma	`tooma
Atla	`Atlast
ja	ja
Austla	`Austlast
ja	ja
siit+samast	siit+sammast
ligidalt	ligidalt
küla	küladest
käima	käisid
siis	siiss
es	ess
olema	ole
kala	kala
puudus	`puudust
tohtima	tohi
rääkima	rääkkida
meie	mee
käima	käisime
Mihkel	`Mihkliga
ka	kaa
vahest	vahest
ning	ning
üks+kord	ühe+gorra
olema	olime
Nootamaa	`Noottama
peal	pääl
ning	ning
äkist	äkkist
üks	üks
lõhe	löhe
tulema	tuli
oh	ohh
Mihkel	`Mihkel
kohkuma	`kohkus
nii	nii
suur	suure
joon	jooniga
tulema	tuli
patstik	`patstik
lõhe	löhe
lõhe	löhe
olema	oli
võrk	`vörkkus
võrk	`vörkkus
ning	ning
mina	maa
hakkama	`aksi
võtma	`vötma
ning	ning
kui	kui
tema	ta
virutama	viruttas
paljas	paljas
summ	summ
olema	oli
lahti	`lahti
suur	suur
kala	kala
jah	jahh
jah	jaahh
noh	nohh
need	ne
lõhe	löhed
need	nee
ju	ju
suur	suured
kala	kalad
need	nee
vahel	vahel
kümme	kümme
nael	`naela
olema	oli
või	vöi
viis+teist	viis+teist
ja	ja
suur	suur
ei	äi
olema	ole
lööma	löi
võrk	vörgu
lõhki	`luhki
ning	ning
need	neid
olema	oli
vähe	vähe
tükkis	`tükkis
need	neid
vähe	vähe
umbest	`umbast
kui	kui
siis	siis
kui	kui
juhtuma	`juhtus
saama	saama
ükski	ühegid
aga	äga
siin	sii
ei	äij
olema	olnd
nõnda	nönda
need	neid
aga	aga
koosu+papa	koosu+bappal
olema	olid
jälle	`jälle
need	ne
püüd	püi
võrk	vörgud
need	nendega
tema	ta
käima	käis
siin	sii
kaugemal	`kaugemal
siit	siit
ikka	`ikka
saama	sai
rohkem	`rohkem
ning	ning
suurem	suuremaid
isa+isa	isa+isa
isa+isa	isa+isa
koosu+papa	koosu+bappa
meie	meittel
hüüdma	`üitti
ikka	`ikka
noh	nohh
kroos+papa	krooss+pappa
kodu	kodus
olema	oli
ning	ning
siis	siis
hakkama	akketti
koosu+papa	koosu+bappa
hüüdma	`üidma
nii	nii
harjuma	`arjund
ikka	`ikka
minema	läheb
koosu+papa	koosu+bappa
ning	ning
koosu+papa	koosu+bappa
muu	muud
nimi	nime
näh	nähh
olema+ki	polegid
tema	tall
olema	olid
lõhe	löhe
õng	ö^nged
suur	suured
ning	ning
see	see
käima	käis
tema	taa
olema	oli
kange	`kange
kala+mees	kala+mes
tema	taa
käima	käis
jälle	jälle
seal	sääl
kaugemal	`kaugemal
püüdma	`püidmas
need	neid
lõhe	löhesid
ning	ning
müüma	müis
siis	siis
maha	maha
aga	aga
siis	siis
olema	polnd
nii	nii
hea	ea
ju	ju
mitte	`mette
selle+pärast	selle+bärast
nüüd	nüid
olema	onn
ju	ju
auto	outtud
kes	kess
ära	ära
viima	viivad
siis	siis
ei	äi
saama	saand
ju	ju
kuidagi	kudagid
need	neid
ära	ära
saatma	`saatta
tema	ta
tegema	tegi
oma	omale
sinna	`sönna
väike	`väikse
maja	maja
ning	ning
sinna	`sönna
ning	ning
elama	elas
seal	sääl
sees	sees
ning	ning
püüdma	`püidas
seal	sääl
lõhe	löhesid
ning	ning
siis	siis
tema	taal
olema	olid
räim	räim
või	vöi
kilu	kilu
võrk	vörgud
need	nendega
püüdma	`püidas
kilu	kilusid
ning	ning
siis	siis
tema	tal
olema	olid
kilu	kilu
soolamine	`soolamise
asi	asjad
kõik	keik
sort	`sortti
need	nendega
soolama	soolatti
kilu	kilud
seal	sääl
sisse	`sisse
ning	ning
seda+moodi	seda+modi
tema	taa
siis	siss
katsuma	`katsus
meri	merest
teenima	`teenida
mis	miss
see	see
laid	`laidu
elu	elu
see	se
suvine	suisel
aeg	aeal
olema	onn
aga	äga
sügisel	sügise
sügisel	sügise
kui	kui
tema	ta
hakkama	akkab
jää	`jääga
sina	saa
ep	p
saama	saa
välja	`välja
miski	`miskid
moodi	`moodi
tema	ta
jääma	jääb
talve	`talve
ka	kaa
üle+üldse	üle+`ültse
ep	p
saama+ki	`saagid
sisse	`sisse
asunik	asunikkud
olema	olid
oma	oma
hein	eindega
kimpus	`kimppus
hein	einad
enamasti	änamasti
olema	olid
seal	säl
Loona	`Loona
laid	laidus
ning	ning
siis	siss
jälle	`jälle
käsi	käde
ei	äi
saama	saa
noh	nohh
nõrk	nörga
jää	`jääga
hakkama	`aksid
sealt	sält
katsuma	`katsuma
uputama	upputta
või	vöi
ujutama	oeuttasid
hobune	obussi
seal	sääl
ning	ning
ise	ise
minema	läksid
sisse	`sisse
ning	ning
viimaks	`viimaks
ühte+viisi	`ühte+visi
häda+tegu	äda+teud
olema	olid
aga	aga
sinna	`sönna
nõnda	nöndat
elamine	elamiseks
sinna	`sönna
ep	p
soovima	sooviks
mitte	`mette
keegi	kedagid
jaa+jah	jaa+jahh
suvine	suisel
aeg	aeal
mina	mool
olema	oli
küll	küll
kahju	kahju
aga	äga
olema	pole
minema	`minna
kusagile	kusagile
mis	mis
sina	sa
tegema	teed
oma	oma
kodu	kodu
ikka	`ikka
oma	oma
kodu	kodu
Mändja	`Mändja
Alma	Alma
elama	elas
küll	küll
Kihelgonna	Kihelgonnal
ning	ning
olema	oli
kui	kui
tema	ta
haigla	`aiglas
olema	oli
olema	oli
siin	sii
Kihelgonna	Kihelgonnal
ning	ning
ütlema	`ütles
olema	olgu
kuigi	`kuigi
hea	ea
et	et
võima	vöib
olema	`olla
et	et
mina	mul
olema+ki	polegi
seal	sääl
nii	nii
hea	ea
aga	aga
kodune	koduse
koht	koha
vastu	`vastu
ei	äi
saama	saa
sina	sa
tundma	tunned
ise	ännast
ikka	`ikka
kodune	kodune
kõik	keik
olema	onn
ikka	`ikka
nii	nii
aga	äga
noh	nohh
võõras	vööras
ning	ning
võõras	vööras
olema	onn
võõras	vööras
ning	ning
jääma	jääb
jääma	jääb
kõik	keik
ikka	`ikka
võõras	`vööraks
ei	äi
saama	saa
kui	ku
tuul	tuult
olema	oli
palju	palju
kui	kui
tema	ta
lumi	lund
tuiskama	`tuiskas
ei	äi
nägema	nää
maa	maad
ega	äga
taevas	taivast
no	noo
lume+tuisk	lume+duisk
olema	oli
küll	küll
kange	`kange
seal	sääl
kolm	kolm
kilo+meeter	kilu+`meedrid
pikk	pitk
ja	ja
kes	kess
teadma	täb
pool+teist	pol+deist
või	vöi
mis	mis
tema	ta
võima	vöib
olema	`olla
lai	lai
laius	laijus
olema	on
ju	ju
mõni	mönest
koht	kohast
olema	on
pool	pool
kilo+meeter	kilu+`meedrid
ja	ja
teine	teisest
koht	kohast
olema	onn
kilo+meeter	kilu+`meedrid
kaks	kaks
ja	ja
pool	pool
verst	`versta
kuidas	kuidas
tema	ta
üks+kord	ühe+gorra
pikk	pitk
olema	oli
võima	vöib
olema	olla
et	et
kolm	kolm
kilo+meeter	kilu+meedrid
kolm	kolm
kilo+meeter	kilu+meedrid
jah	jahh
jah	jahh
see	see
see	see
olema	onn
tema	ta
pikkus	`pitkus
aga	aga
viimaks	`viimaks
ots	ots
minema	läheb
nii	nii
kitsas	kitsas
ja	ja
õige	`öiget
laius	laijust
sealt	säält
olema	pole
mitte	`mette
miski	midagid
noh	nohh
angerjas	a^ngerja
maa	maa
olema	onn
nii+sugune	`nii+sugune
kala	kala
mis	miss
saama	saab
siis	siis
edasi	edasi
tema	taa
olema	onn
ise	ise
libe	libe
ning	ning
kui	kui
rohi	rohi
olema	onn
märg	märg
siis	siis
tema	ta
minema	läheb
maa	maad
kaudu	kaudu
tükka	`tükka
maa	maad
edasi	edasi
aga	aga
nii	nii
kui	kui
tulema	tuleb
liiv	liiv
või	vöi
rihv	rihv
siis	siis
tema	ta
ep	b
saama	saa
paik+ki	paigastki
ära	ära
noh	nohh
tema	taa
käima	käib
vahel	vahel
nõnda	nönda
öösel	`öösse
või	vöi
kui	kui
olema	onn
sihuke	`söukkene
udu	udu
kange	`kange
mis	miss
märg	märjaks
kõik	keik
tegema	teeb
jah	jahh
tema	ta
käima	käib
vahel	vahel
aga	aga
see	see
olema	onn
muidugi	muidugid
arvama	`arva
nii+sugune	`nii+sugune
kala	kala
sööma	söövad
küll	küll
kui	kui
käsi	`kätte
saama	saavad
aga	aga
kus	kus
sina	sa
nüüd	nüid
saama	saad
nüüd	nüid
ei	äi
saama	saa
ju	ju
ning	ning
need	nee
olema	onn
kallis	`kallid
kala	kalad
need	neid
ei	äi
saama	saa
ostma	`osta
ka	kaa
seal	sääl
olema	oli
kõik	`keikki
kõik	`keikki
seal	sääl
olema	oli
liha	liha
seal	sääl
olema	olid
ju	ju
loom	loomad
siga	sead
lammas	`lambad
lehm	lehmad
seal	sääl
olema	oli
või	vöid
seal	sääl
olema	oli
piim	`piima
seal	sääl
olema	oli
koor	koort
seal	sääl
olema	oli
ju	ju
kõik	`keikki
kala	kalu
olema	oli
kah	kahh
seal	sääl
kala	kalu
olema	oli
värske	`värskeid
olema	oli
need	neid
saama	sai
siis	siis
kõik	`keikki
pidama	pidi
sööma	`süija
Mihkel	`Mihkel
suitsetama	suitsettas
need	neid
suits	suitsu
suitsetama	suitsettas
sedasi	sedasi
saun	sauna
ahi	ahju
ees	ees
ja	ja
meie	`meittel
küll	küll
suits	suitsu
maja	maja
mis	mille
ees	ees
suitsetama	suitsedattasse
ning	ning
siis	siis
need	nee
olema	olid
nii	nii
nii	nii
hea	ead
sööma	`süija
need	ne
suitsutama	suitsudud
haug	aavid
et	et
üks+kord	ühe+gorra
üks	üks
kapten	`kapten
Saarnak	`Saarnak
olema	oli
siin	sii
see	see
viima	viis
oma	omale
Tallinn	Talina
need	neid
siit	siit
nii	nii
maitsma	`maitsevad
olema	olit
tema	tale
ei	äi
olema	ole
kõht	köht
olema	pole
tühi	tühi
olema	olnd
olema	pole
mitte	`mette
see	seda
tulema	tuli
juba	juba
meri	merelt
meri	mere
äärest	äärest
meri	meri
tooma	toob
ka	kaa
peksma	peksab
jälle	`jälle
äär	`ääre
need	neid
tükk	`tükkisid
puu	puu
tükk	`tükkisid
mis	miss
olema	onn
ja	ja
need	neid
juhtuma	`juhtub
ja	ja
vahest	vahest
kui	kui
nälg	nälg
olema	onn
et	et
puu	puu
nälg	nälg
olema	onn
siis	siis
minema	mine
kadakas	kadagatte
kallale	kallale
ikka	`ikka
tükkis	`tükkis
puudus	`puudus
ei	äi
tulema	tule
meri	mere
äärest	`äärest
jah	jahh
tema	ta
ajama	ajab
kõik	keik
sodi	sodi
meri	mere
äär	`ääre
praegu	`praegus
olema	on
meri	mere
äär	ääred
täis	täis
kõik	keik
nüüd	nüid
ep	äp
olema	pole
keegi	kidad
kes	kiss
ära	ära
koristama	koristab
need	neid
olema	on
vahel	vahel
kena	kenasid
puu	puid
ning	ning
aakrik	`aakrik
jah	jaah
selle+pärast	selle+bärast
ei	äi
puudus	`puudust
olema	pole
miski	millestkid
olema	olnd
mis	miss
puu	puu
ujuma	oeub
peal	pääl
ja	ja
tulema	tuleb
segamini	segamini
kõik	`keikki
sort	`sortti
mis	miss
juhtuma	`juhtub
mõni	möni
surnu	`surnu
laip	laip
inimene	inimessi
ka	kaa
inimene	inimessi
ka	kaa
vahel	vahel
jah	jahh
väga	väga
harva	arva
esiteks	esittiks
olema	onn
üks	üks
Sõrve	Sörve
mees	mees
nüüd	nüid
hüüdma	üittasse
sõrulane	sörulase
mätas	`mättaks
sinna	`sönna
äär	`ääre
tulema	tulnd
ning	ning
kes	kiss
nüüd	nüid
pärast	pärast
tulema	tuli
sinna	`sönna
noh	nohh
see	see
olema	oli
neli+kümmend	nelja+gümne
neljas	neljandama
aasta	`aasta
sügisel	sügise
kui	kut
suur	sur
kiire	kiire
minemine	minemine
olema	oli
siia	`siije
Rootsi	Rootsi
poole	`poole
üks	üks
paadi+täis	paadi+däis
olema	oli
ära	ää
uppuma	`uppund
see	seda
olema	onn
palju	palju
seal	säl
suur	sured
peenar	`peenred
ajama	ajab
vat	vatt
see	see
olema	onn
mis	miss
põld	pöllud
panema	paneb
ramm	rammuse
sedasi	sedasi
kui	kui
tema	ta
natuke	nattuse
olema	onn
olema	olnd
teine	teise
aasta	`aasta
siis	siis
tema	ta
minema	läheb
nii	nii
lammu	`lammu
esiteks	esittiks
tema	ta
ei	äi
lammuma	lammu
nii	nii
ära	ära
vata	`vatta
nüüd	nüit
tema	ta
olema	on
kõva	köva
äestama	`äästada
või	vöi
sedasi	sedasi
sahkama	`sahkada
aga	aga
kui	kui
tema	ta
olema	on
juba	juba
teine	teise
aasta	`aasta
siis	siis
tema	ta
olema	onn
nii	nii
peenike	peenikke
puru	puru
et	et
minema	läheb
kenasti	kenast
sisse	`sisse
ja	ja
hoidma	oeab
põld	pöllu
niiske	`niiske
ka	kaa
see	see
andma	annab
tema	tale
jõud	`jöudu
ei	äi
olema	ole
muda	muda
olema	onn
ikka	`ikka
muda	muda
hane+hein	ane+`eina
olema	on
ka	kaa
aga	aga
hane+hein	ane+ein
see	see
olema	pole
rammus	rammus
see	see
muidu	muidu
üks	üks
hein	eina
moodi	`moodi
kõva	köva
see	see
olema	onn
see	see
enamasti	änamast
ära	ää
kuivama	`kuivand
olema	onn
see+sama	see+samma
olema	onn
see	see
põld	pöllu
põld	pöllu
ramm	rammu
ikka	`ikka
jah	jahh
jaa+jah	jaa+jahh
mis	miss
seal	säl
korjama	`korjad
peenar	`peendrad
äär	`ääres
ajama	aja
hobune	obu
kõrva	`körva
ja	ja
rookima	roogi
peale	`peale
siia	`siija
ette	ede
süüd	süidi
poole	pole
kant	`kantti
siia	siije
tema	ta
ajama	ajab
aga	aga
see	se
nord	nordi
poolne	polne
kant	kan't
see	see
see	see
olema	pole
miski	midagid
see	se
olema	onn
rihk	`rihkaga
segamini	segamini
ja	ja
seal	sääl
suur	sured
kõrge	`körged
ring	`ringid
ei	äi
saama	saa
heasti	`easti
üles	üles
ka	kaa
aga	aga
siit	siit
see	se
süüd	süidi
poolne	poolne
kant	kan't
see	see
olema	onn
küll	küll
küll	küll
see	see
kes	kess
võtma	vöttab
kinni	`kinni
ikka	`ikka
ikka	`ikka
ida	ida
ning	ning
lääs	`lääne
ning	ning
oh	ohh
see	seda
mina	ma
ei	i
teadma+ki	`teagid
põhi	pöhi
ning	ning
lõuna	löunat
ning	ning
meie	meittel
hüüdma	`üitti
ikka	`ikka
teisiti	teisitti
selle+pärast	selle+bärast
noh	nohh
nord	noord
nord+ost	noord+oost
nord+vest	noord+veest
süüd+vest	süid+vest
süüd+vest	süid+vest
alp+vest	alp+vest
ning	ning
seda+moodi	seda+`moodi
papa	pappa
tegema	tegi
mina	moole
kompass	`kumppassi
ka	kaa
ning	ning
olema	oli
sinna	`sönna
peale	`pääle
ka	kaa
kõik	käik
üles	üles
märkima	`märkkind
et	et
mina	maa
pidama	pia
jälle	`jälle
kõik	keik
pähe	pähe
õppima	`öppima
aga	aga
noh	nohh
mina	maa
ei	äi
saama	saand
need	neid
kõik	`köikki
mitte	`mette
kätte	`kätte
need	nee
need	nee
kus	kus
need	ne
pisine	pisised
vahe	vahed
olema	onn
need	nee
jääma	jähid
muist	muist
muist	muist
mina	mul
teadma	`täädmatta
aga	aga
nii	`nii
palju	palju
teadma	teab
ju	ju
inimene	inimene
küll	küll
kus	kus
kant	`kanttis
nord	noord
või	vöi
need	nee
olema	onn
ju	ju
suur	suured
tuul	tuuled
neli	neli
suur	suurt
tuul	tuult
nord	noord
ning	ning
siis	siiss
ost	oost
ning	ning
süüd	süid
ning	ning
vest	vest
ning	ning
neli	neli
suur	suurt
tuul	tuult
olema	onn
vest	vesti
tuul	tuul
vest	vesti
tuul	tuul
jah	jahh
vesi+kaar	vesi+gare
tuul	tuul
loet+tuul	loet+tuul
põhi+tuul	pöhi+tuul
ida+tuul	ida+tuul
maa+kaar	maa+gare
tuul	tuul
lõuna	löunat
jah	jahh
need	nee
olema	on
oo	oo
noh	noohh
põhi	pöhi
olema	onn
ju	ju
praegune	`praegusel
aeg	aeal
kui	kui
põhi	pöhi
nord	noordi
poolt	poolt
tuul	tuul
siis	siiss
saama	saab
lest	`lesti
lest	lesta
tuul	tuul
aga	aga
sügisene	sügisesel
aeg	aeal
süüd+vest	süid+vest
süüd	süid
vest	vest
need	nee
olema	onn
jälle	j`älle
siig	siija
tuul	tuuled
siig	siija
tuul	tuuled
jah	jahh
jah	jahh
siis	siiss
saama	saab
siig	`siiga
need	nee
ep	p
hakkama	akka
nii	nii
vara	vara
mitte	mette
nemad	naad
tulema	tulavad
hiljemalt	iljemalt
mis	miss
kuu	kuus
need	neid
hakkama	akkab
saama	`saama
siin	sii
noh	nohh
august	`augustis
august	`augusti
kuu	kuus
jah	jahh
siig	`siiga
nõnda+et	nöndat
vilja+lõikus	vil'ja+löikkus
ka	kaa
