pahem+pidi	pahem+bidi
side	sidemed
katki	`katki
sealt	säält
ja	ja
siis	siis
võtma	`vöötti
veel	veel
varp	varbad
need	nendega
andma	`antti
veel	veel
lööma	`löödi
veel	veel
viimane	viimased
iva	ivad
kui	kui
vahest	vahest
seal	säl
side	sideme
sisse	`sisse
jääma	jähid
viimane	viimased
iva	ivad
välja	`välja
ja	ja
siis	siis
tegema	tehedi
seal	sääl
e	e
ajama	aeatti
suur	suured
süle+täis	süle+täijed
e	e
kergitama	kergittadi
sealt	säält
ära	ära
noo	noo
õlg	`ölgedest
siduma	sidudi
siduma	`siudi
jälle	`jälle
e	e
suur	`suuri
side	side
õlg	öle
side	side
ja	ja
siis	siss
see	see
need	need
e	e
kergitama	kergittadi
sealt	säält
ära	ära
panema	`pandi
sinna	`senna
side	sideme
peale	`peale
jälle	`jälle
kaks	kaks
tugev	tugevat
süle+täis	süle+täit
siis	siis
saama	sai
suur	suure
vihk	vihu
käsi	`kätte
ja	ja
seda+moodi	seda+modi
need	need
panema	`pandi
siis	siis
jälle	`jälle
pööning	pööningule
need	need
vihk	vihud
ja	ja
jah	jaah
loom	loomad
sööma	söid
ka	kaa
jah	jahh
need	neid
ikka	`ikka
ööseks	`ööseks
andma	`antti
ikka	`ikke
hein	`heina
ei	äi
olema	ole
nii	nii
palju	palju
jätkuma	`jätkun
andma	`antti
ikka	`ikka
õlg	`ölgi
ette	`ätte
ja	ja
siis	siis
siis	siis
tema	tal
olema	oli
aeg	`aega
närima	närida
need	neid
öösi	`öösi
ja	ja
hein	`heinu
panema	`pandi
siis	siss
need	neijele
ka	kaa
pihk	`püuga
sinna	senna
ots	`otsa
kui	kui
kui	kui
need	neid
nii	nii
palju	palju
jätkuma	`jätkus
ega	ega
siis	siis
olema	pöln
kultuur+maa	kultt`uuri+maid
end	ent
see	see
olema	oli
ikka	`ikka
looduslik	`looduslik
hein	hein
kõik	keik
mis	mes
siis	siis
olema	oli
ei	äi
olema	ole
vaat	vaat
see	see
see	see
saama	sai
hang	hanguga
panema	`pandud
ikka	`ikka
kui	kui
ära	ära
tooma	`toodi
põld	pöllalt
ikka	`ikka
koorem	`koorma
tegema	tehedi
hang	hanguga
ajama	aeadi
vanker	`vankri
peale	`pääle
ja	ja
e	e
tooma	`toodi
nii+sama	nii+sama
panema	`pandi
sinna	`senna
pars	`partte
peale	`pääle
ikka	`ikke
hang	hangu
ajama	aeadi
hang	`hangudega
üles	üles
ei	äi
see	see
ajama	aeadi
siis	siis
sealt	säält
maha	maha
sinna	senne
rehi	rehe
koda	`kotta
ja	ja
siis	siis
tegema	tehedi
seda+moodi	seda+modi
suur	suur
suur	sur
suur	sur
ring	ring
sinna	`senna
koda	koea
sisse	`sisse
ja	ja
siis	siis
olema	olid
hobune	hobuset
siduma	`siudi
e	e
saba	saba
pidi	pidi
kokku	`kokku
ja	ja
noh	nohh
teine	teisel
teine	teisel
ohelik	ohelik
panema	`pandi
teine	teise
saba	sabase
ja	ja
seda+viisi	seda+visi
jälle	`jälle
kaks	kaks
ja	ja
kolm	kolm
hobune	hobust
olema	olid
sedasi	sedasi
e	e
üks+teise	ühe+teese
saba	sabas
ja	ja
siis	siis
need	`nendega
sõtkutama	sötkuttedi
seda+moodi	seda+`moodi
see	see
e	e
suvi	suve
vili	vili
ära	ära
hobune	`hoostega
hobune	hobused
sõtkuma	`sötkusid
see	selle
välja	`välja
jaa	jaa
ikka	`ikke
ikka	`ikke
ikka	`ikke
need	nende
noh	nohh
hang	angud
olema	olid
ikka	ige
see	selle
jaoks	jäuks
see	see
jääma	jääb
siis	siis
sinna	`senne
maha	maha
ja	ja
ja	ja
põhk	pöhk
kergitama	kergittakse
sealt	säält
ära	ära
ja	ja
siis	siis
jälle	`jälle
sealt	säält
saama	saab
siis	siis
tuulama	tuulatta
tuulama	tuulatta
jälle	jälle
sari	sarja
läbi	läbi
ära	ära
ja	ja
siis	siis
saama	sai
sedasi	sedasi
puhas	`puhta
vili	vilja
ja	ja
pärast	pärast
sõeluma	`sööluda
veel	veel
et	et
seal	sääl
olema	pole
pidama	pidan
liiv	`liiva
enam	änam
sekka	`sekka
jääma	`jääma
ega	äga
miski	midagid
saama	sai
puha	puhas
tegema	`tehtud
see	see
sari	sari
panema	`pandi
nii+moodi	nii+`moodi
üles	üles
üles	ülese
kusagil+poole	kusagil+`poole
ja	ja
siis	siss
siis	sis
siis	siss
noh	nohh
ütlema	`ütleme
seda+moodi	seda+modi
e	e
rehi	rehe
koda	koea
uks	ukse
kohta	`kohta
ja	ja
see	see
e	e
vili	vili
panema	`pandi
sinna	`senna
sari	sarja
sisse	`sesse
ja	ja
siis	siss
seda+moodi	seda+`moodi
edasi	edasi
tagasi	tagasi
lükkama	lükkadi
et	et
tema	ta
ikka	ikka
tulema	tuli
sealt	säält
välja	`välja
ja	ja
tuul	tuul
puhuma	puhus
siis	siss
puru	purud
ära	ära
noh	noh
kui	kui
olema	oli
niisugune	niisune
hea	hea
tuul	tuul
see	see
inimene	inimene
võima	vöis
vabalt	vabalt
püsti	`püsti
seal	sääl
olema	`olla
ja	ja
teine+kord	teine+kord
jälle	`jälle
kui	kui
olema	oli
eh	eh
vähem	vähem
tuul	tuuld
et	et
kõrgemal	`körgemal
saama	sai
panema	`pandut
siis	siiss
panema	`pandi
vähene	vähene
pink	pink
alla	`alla
ja	ja
olema	olid
see	selle
peal	peal
ja	ja
siis	siss
saama	said
sedasi	seasi
edasi	edasi
tagasi	tagasi
lükkama	lükkattud
seda+moodi	seda+modi
noo	noo
muidugi	muidugi
ja	ja
kui	kui
olema	pole
käsi	`kätte
tooja	`toojaid
olema	oln
siis	siis
saama	sai
ise	ise
ka	ka
võtma	`vöettud
saama	sai
nii+moodi	nii+`moodi
ka	ka
läbi	läbi
see	selle
jaoks	jäuks
olema	olid
siis	siss
vaat	vaadid
ja	ja
salv	salved
ja	ja
ait	`aittade
sees	sees
olema	olid
need	need
tegema	tehedi
laud	`laudest
mina	menu
isa	isa
maja	maeas
olema	oli
seda+moodi	seda+modi
tegema	tehedi
ait	aeda
sein	seina
äär	ääre
laud	`laudest
ilus	ilusad
valge	`valged
laud	lauwad
olema	old
mina	ma
mäletama	mälettan
mis	miss
meie	meil
seal	sääl
olema	olid
ja	ja
siis	siis
vahe	vahe
panema	pandi
jälle	jäll
laud	`laudest
vahele	vahele
teine	teise
ots	otsa
sees	sees
olema	olid
olema	olid
jälle	`jälle
oder	odrad
teine	teise
sees	sees
olema	olid
rukis	rukkid
meie	`meittel
olema	oli
siin	sii
nii	nii
vähe	vähe
meie	`meittel
olema	olid
vahest	vahest
vaat	`vaattide
sees	sees
olema	oli
üks+kolmandik	üks+kolmandik
talu	talu
kui	kui
meie	me
siin	sii
kui	kui
mina	ma
siin	sii
oma	oma
mees	mehega
elama	elasin
ooh	ooh
e	e
jaa+jah	jaa+jahh
e	e
tuulik	tuuligud
olema	olid
jah	jahh
e	e
mõni	mönel
kes	kellel
olema	pole
oma	omal
olema	oln
siis	siis
see	see
naaber	`naabri
mees	mees
e	e
e	e
laskma	`laskis
seal	sääl
oma	oma
veski	`veskel
ka	ka
läbi	läbi
jahu	jahuks
jaa+ja	jaa+ja
pärast	pärast
see	seda
saama	sai
siis	siss
siin	sii
Kärdla	`Kärdlas
olema	oli
juba	juba
kalev	kalevi
vabrik	vabrigus
e	e
olema	oli
juba	juba
jahvatamine	jahvattamise
e	e
masin	masin
või	vöi
noh	nohh
ei	äi
tema	taa
ikka	`ikka
seal	sääl
laskma	lasti
juba	juba
vabrik	vabrikkus
läbi	läbi
ja	ja
siis	siis
olema	pole
enam	änam
tuul	tuulega
tuul	tuule
veski	`veskile
olema	oln
minema	`menna
mhmh	mhmh
mina	ma
ei	äi
teadma	tea
siin	siin
olema	oll
vahest	vahest
aja+leht	aea+`lehtede
sees	sees
olema	oln
mina	ma
olema	oleks
sina	sole
näitama	`näittan
Urve	Urve
kas	kas
sina	sa
kas	kas
sina	sa
mäletama	mälettad
see	see
kus	kus
need	neid
leht	`lehti
saama	sai
hiljuti	iljutti
olema	oli
veel	veel
üks	üks
suur	suur
üks	üks
et	t
aja+leht	aea+lehe
sees	sees
aa	aa
jah+ja	jah+ja
nüüd	nüid
seisma	`seisvad
küll	küll
vaat	vaat
asi	asi
olema	on
seda+moodi	seda+modi
et	et
nüüd	nüid
olema	pole
ju	ju
inimene	inimesel
oma	omal
vili	`vilja
et	et
sina	sa
et	et
sina	sa
veski	`veskile
viima	viid
ja	ja
siis	siis
ja	ja
veski	`veskid
juba	juba
ka	ka
jääma	jään
seda+moodi	seda+modi
seisma	`seisma
aga	aga
aga	aga
nüüd	nüid
tooma	tuuwakse
leib	leivad
siia	siija
valmis	valmis
tegema	`tehtud
leib	leivad
tooma	too
pood	`poodist
ära	ära
mh	mh
noh	nohh
tuul	tuul
puhuma	puhus
ratas	`rattad
ümber	`ümbere
veski	`veske
veski	`veski
tiib	tiivad
eh	eh
see	seda
saama	sai
keerama	`keerdud
jälle	jälle
seal	sääl
olema	oll
suur	suur
pikk	pikk
pikk	pikk
pikk	pikk
puu	puu
seda+moodi	seda+modi
see	sellega
keerama	`keerdi
jälle	jälle
e	e
liivad	liivad
tiib	tiivad
vastu	vastu
tuul	tuuld
ja	ja
siis	siis
hakkama	`hakkas
liikuma	`liikkuma
jälle	`jälle
jah	jahh
peen	`peened
jahu	jahud
tegema	tegi
ja	ja
kes	kes
tahtma	`tahtis
jämedam	jämedamaks
laskma	`lasta
loom	`loomade
jaoks	jäuks
siis	siis
et	t
kergitama	kergidadi
need	need
kivi	kivid
kõrgemale	`körgemale
siis	siis
ja	ja
ää	ää
siis	siis
nemad	nad
siis	siss
tegema	tegid
loom	`loomadele
jämedam	jämedamad
ka	kaa
aga	aga
oma	omal
ikka	`ikke
leib	leiva
jahu	jahud
jääma	jähid
üsna	üsna
üsna	üsna
ilus	ilusad
peen	`peened
jah	jaah
tang	tangu
veski	`veskid
juba	juba
nemad	nad
tegema	tegid
ise	ise
ka	kaa
siin	siin
seal	sääl
laskma	`lasti
tang	`tangu
ka	ka
siis	siss
oder	odra
tang	`tangu
olema	oli
kah	kahh
olema	oli
ka	kaa
ikka	`ikka
hüüdma	`üitti
ikka	ikke
käsi+kivi	käsi+kivi
seal	sääl
need	`nende
vahel	vahel
laskma	`lasti
ka	ka
läbi	läbi
vili	`vilja
ei	äi
nii+sama	nii+sama
loom	`loomadele
saama	sai
tegema	`tehtud
ja	ja
häda	häda
kord	korral
oma	omale
ka	kaa
kui	kui
olema	pole
muidu	muidu
saama	saan
mhh	mhh
kes	kess
see	seda
küsima	küsib
iga	ega
raske	`raske
töö	töö
pidama	pidi
saama	`saama
ära	ära
tegema	`tehtud
siis	siis
juba	juba
kaks	kaks
inimene	inimest
hakkama	`hakkasid
väntama	`vänttama
seal	sääl
ja	ja
jah	jahh
jah	jahh
see	seda
pisut	pisut
saama	sai
ikka	`ikka
maksma	`makstud
ka	kaa
ei	äi
e	e
Paldiski	Paldiskis
mitte	`mitte
jah	jahh
täät	täät
sina	sa
see	see
Tallinn	Talina
Nõmme	Nömme
kant	`kanttis
ja	ja
nii+sugune	nii+suse
koht	koha
peal	päl
ja	ja
siis	siis
see	see
Vääna	`Väänas
ja	ja
kus	kus
meie	me
seal	säl
olema	`ollime
Saku	Sakku
kant	`kanttis
ja	ja
kõik	köik
nii+sugune	nii+suste
koht	`kohtade
peal	pel
jah	jahh
mis	mis
seal	säl
tegema	`tehti
kaitse+kraav	`koitse+`kraavisi
ja	ja
nii+sugune	nii+susi
suur	suri
blindaaz	plin`daasisi
tegema	`tehti
ütlema	`ütleme
ära	ära
et	et
betoon	pittoonist
ja	ja
mis	mis
seal	säl
kõik	köik
siis	sis
tegema	`tehti
mis	mis
jah	jahh
esimene	esimese
maa+ilma+sõda	maa+ilma+söja
ajal	aeal
jah	jahh
e	e
näh	nähh
ikka	`ikka
ikka	`ikka
kuidas	kudas
siis	sis
muidu	muidu
ootama	`ootta
mis	mis
meie	me
siis	siis
olema	olime
viis+teist	viije+`deisme
aastane	`aastased
kui	kui
juba	juba
minema	läksime
ja	ja
siis	siis
kaheksa+teist	kaheksa+deist
aastane	`aastane
või	vöi
siis	siis
olema	`ollime
siis	siis
saama	sai
siis	sis
kodu	kodu
tulema	`tuldud
ja	ja
ah	ahh
mis	mis
tema	ta
nüüd	nüid
olema	on
aga	aga
tema	ta
siis	siis
tät	tät
sina	sa
küll	küll
et	et
mis	mis
tema	ta
olema	onn
tema	ta
olema	on
ikka	`ikka
ikka	`ikka
ikka	`ikka
see	see
et	et
jälle	jälle
olema	oled
ikka	`ikka
teise	teise
meele+vald	meele+valla
all	all
ega	äga
seal	säl
olema	pole
miski	midad
jah	jahh
ikka	`ikka
ja	ja
siis	siss
puu+lusikas	puu+luusikkad
mina	ma
teadma	tää
käima	käisime
mets	`metsas
hobune	obuste
kari	`karjas
või	vöi
e	e
see	se
heina+maa	eina+mal
üks	üks
üks	üks
heina+maa	eina+mal
noh	nohh
Vili+valla	Vili+valla
kant	`kanttis
olema	oli
ja	ja
siis	siis
saama	sai
ikka	`ikka
tegema	`tehtud
nii+palju	nii+palju
saama	sai
ikka	`ikka
tegema	`tehtud
et	et
siis	sis
jälle	jälle
olema	pole
kodu	kodust
teine+kord	teine+gord
lusikas	luusikkat
võtma	võtn
seltsi	`seltsi
saama	sai
ikka	`ikka
mets	`metsas
valmis	`valmis
tegema	`tehtud
noh	nohh
siis	siis
trehvama	`trähvas
teine+kord	teine+gord
et	et
ütlema	`ütleme
no	no
sina	sool
olema	`olli
ikka	`ikka
nuga	nuga
seltsis	`seltsis
ja	ja
nii+sugune	nii+sune
e	e
e	e
hüüdma	`hüitti
vanasti	vanasti
ikka	`ikka
koost	koosta
nuga	nuga
nii+sugune	nii+sune
suur	suur
kõver	köver
siis	siss
tegema	tegid
nii+moodi	nii+modi
jah	jahh
jah	jahh
jah	jahh
ah	ahh
näh	nähh
see	seks
jagu	jäuks
olema	olid
siis	siis
ütlema	`ütleme
e	e
sina	sool
pidama	pidi
olema	olema
nii+sugune	nii+sune
höövel	`höövel
ütlema	`ütleme
ära	ära
see	see
olema	oli
siis	siis
nii	nii
natuke	nattust
õõnes	`ööne
või	vöi
nii+sugune	nii+sugune
raud	raud
olema	oli
kohe	kohe
nii	nii
kui	kui
sina	sa
lükkama	`lükkast
seda+viisi	seda+visi
et	et
tegema	tegid
need	need
püti+laud	pütti+lauwad
tegema	tegid
oma	omal
valmis	`valmis
ja	ja
siis	siiss
need	need
olema	ollid
seda+viisi	seda+visi
et	et
siis	siis
hööveldama	hööveldast
need	need
olema	`ollid
seest	seest
siis	siis
õõnes	`ööned
e	e
või	vei
see	see
höövel	`höövel
ja	ja
höövel	`höövel
võtma	`vöttis
nemad	nad
seest	seest
õõnes	`ööneks
ja	ja
siis	siis
olema+ki	oli+gi
pütt	pütt
valmis	`valmis
ah	ahh
nääd	nääd
põhi	pöhi
olema	`olli
nii+moodi	nii+`moodi
vaatama	`vaatta
siis	siis
olema	`olli
sina	sul
üks	üks
nii+sugune	nii+sune
uurde+saag	`uurde+sae
või	vöi
mis	mis
olema	`olli
ja	ja
see	sellega
siis	siiss
krõbistama	kröbistasid
ringi	`ringi
kõige	köige
esiteks	`esteks
panema	panid
e	e
pütt	püttile
vits	vitsad
peale	`peale
jaa	jaa
ja	ja
siis	siis
võtma	`vötsid
sealt	säld
alt	alt
tasane	tasaseks
saagima	`saesid
sealt	säld
tasane	tasaseks
ja	ja
siis	siis
uurde+saag	`uurde+sae
kätte	`kätte
ja	ja
siis	siiss
see	sellega
kohe	kohe
uure	uure
sisse	`sisse
ja	ja
põhi	pöhi
alla	`alla
nii+moodi	nii+`moodi
ah	ahh
vits	vitsad
noh	nohh
need	need
käima	käisid
nii+sugune	niisuste
suur	suurde
küin	`küindega
või	vöi
seda+viisi	seda+visi
panema	panid
ikka	`ikka
seda+viisi	seda+visi
peale	`peale
et	et
tema	ta
seisma	`seisis
peal	peal
jah	jahh
noh	nohh
e	e
seal	sääl
võima	vöis
olema	`olla
paju	paeust
võima	vöis
olema	`olla
e	e
jälle	`jälle
siis	siis
kuusk	kuusest
kuuse+vits	kuuse+vits
olema	on
väga	väga
tugev	tugev
vastu	`vastu
pidama	pidama
ja	ja
siis	siiss
olema	`olli
ka	kaa
sara+puu	sara+bust
ja	ja
üks	ühest
ja	ja
teisest	teisest
kuidas	kuidas
iga	iga
kord	kord
ka	ka
need	neid
puu	puid
kätte	`kätte
saama	sai
jah	jahh
vitsa+puu	vitsa+buid
noh	noohh
see	see
muidugi	muidud
lõikama	`löikkad
nüüd	nüid
vits	vitsale
lõikama	`löikkad
valmis	`valmis
e	e
siis	siiss
painutama	painuttad
põlv	pölve
vastu	`vastu
ja	ja
seda+viisi	seda+visi
ära	ära
ja	ja
tema	ta
hakkama	`hakkas
siis	sis
väga	väga
liiga	`liiga
nõrkuma	`nörkkuma
ja	ja
üsna	üsna
hästi	`heasti
minema	läks
jah	jahh
ja	jaa
nõnda	nönna
et	et
e	e
iga	iga
kord	kord
tulema	`tulli
ikka	`ikka
tükk	tükk
maa	maad
sealt	sääld
seest	seest
veel	veel
nuga	`nuaga
ära	ära
lõikama	löigatta
nõnda	nönna
et	et
tema	ta
hästi	`easti
nõrkuma	`nörkkuma
hakkama	`hakkas
jah	jah
ja	jaa
et	et
sina	sa
saama	said
tema	ta
ära	ära
painutama	painutta
nii+moodi	nii+`moodi
noh	noohh
vits	vitsa
peal	pääl
jah	jahh
ikka	`ikka
seal	seal
olema	on
ütlema	`ütleme
ära	ära
teine+kord	teine+gord
kas	kas
sina	sool
olema	olli
siis	siss
nii+sugune	nii+sugune
raud	rauwast
ehk	ähk
olema	olgu
mis	mis
asi	asjast
tahtma	tahab
ja	ja
see	sellega
siis	siiss
saama	sai
ikka	`ikka
vits	vits
peale	`peale
lööma	`löödud
tugevasti	tugevasti
noh	nohh
teine+kord	teine+gord
hüüdma	`hüitti
vits	vitsa
hammas	`hamba
raud	raud
olema	`olli
kohe	kohe
nii+sugune	nii+sugune
jah	jahh
nii+moodi	nii+moodi
jah	jahh
noh	nohh
viimane	viimasel
aeg	aeal
siis	siis
tegema	tegid
veel	veel
pütt	`püttisi
ja	ja
nii+sugune	nii+sugusi
nõu	`nõusid
ikka	`ikka
saama	sai
tegema	`tehtud
noh	nohh
ütlema	`ütleme
seal	sääl
olema	on
siis	siss
veel	veel
ka	kaa
puu+ämber	puu+`ämbrid
ja	ja
muidugi	muidud
praegune	`praegusel
aeg	aeal
need	neid
enam	änam
ei	äi
olema	ole
nüüd	niid
olema	on
kõik	köik
ikka	ikka
plekk	plekk
plekk+ämber	plekk+`ämbrid
ju	ju
kõik	köik
sang	sang
sang	sang
olema	on
peal	peal
sang	sang
olema	on
ikka	`ikka
raud	rauwast
täad	täad
jah	jahh
no	no
kapp	kopp
olema	`olli
nüüd	nüid
nii+sugune	niisukke
ütlema	`ütleme
siis	siis
seal	sääl
olema	oli
miski	midad
e	e
nii+sugune	nii+sugune
kõrv	körv
või	vöi
kust	kuss
sina	sa
saama	said
nüüd	nüid
e	e
jälle	`jälle
kinni	`kinni
hakkama	hokkatta
see	see
olema	olli
siis	sis
natuke	nattukke
pikk	pikkem
jaa	jaa
ja	ja
muidu	muidu
kapp	kopp
olema	`olli
nüüd	nüid
ikka	ikka
nii	nii
kui	kui
pea+aegu	pea+`aegu
pütt	pütti
moodi	`moodi
aga	aga
siis	siiss
see	see
et	et
tema	ta
kõrv	körv
olema	`olli
et	et
sina	sa
saama	said
nüüd	nüd
see	selle
kapp	kappa
kõrv	`körvast
kinni	`kinni
hakkama	hakkatta
ja	ja
et	et
sina	sa
tema	taga
valama	valada
saama	said
ja	ja
kõik	köik
saama	said
ära	ära
tegema	teha
noh	nohh
teine+kord	teine+kord
nemad	nad
tõstma	`töstsid
vesi	vett
ja	ja
nii+sugune	nii+sugust
asi	`asja
kas	kas
katel	`katla
seest	seest
ehk	ähk
kuidas	kudas
asi	asi
olema	oli
ja	ja
siis	siss
tema	temaga
nüüd	nüid
muu	muud
olema	pole
saama	saan
palju	palju
tegema	`tehtud
no	no
ikka	`ikka
saun	`saunas
olema	`olli
ikka	`ikka
jaa	jaa
jaa	jaa
näh	nähh
seal	säl
pesema	`pessid
see	selle
e	e
seest	seest
ja	ja
jaa	jaa
ja	ja
siis	siis
olema	`ollid
üks	üks
väike	`väiksem
olema	`olli
kes	kellega
siis	siiss
vee+nõu	vee+`nöude
seest	seest
võtma	`vötsid
vesi	vett
jah	jahh
ja	ja
siis	siis
panema	panid
suur	suurema
nõu	nöu
sisse	`sisse
ja	ja
jah	jahh
nii+moodi	nii+`moodi
ah	ahh
need	need
olema	`ollid
ka	kaa
pütt	püttid
ikka	`ikke
jaa	jaa
jah	jahh
aa	aa
rasi	rasjad
hüüdma	`üitti
e	e
rasi	rasjad
rasi	rasjad
jaa	jaa
jah	jahh
noh	nohh
need	neid
mina	mina
ei	äi
teadma	tää
e	e
see	see
mina	mina
olema	pole
mitte	`mitte
need	näid
tegema	tein
aga	aga
see	see
need	need
olema	`ollid
ikka	`ikka
need	need
tulema	`tullid
ikka	`ikka
seda+sama+viisi	seda+samma+visi
tegema	teha
ütlema	`ütleme
ära	ära
sealt	seald
siis	sis
pujuma	pujudi
mina	mina
teadma	tea
miski	`miski
asi	asjaga
sealt	säält
läbi	läbi
et	et
nüüd	nüd
e	e
et	et
nemad	nad
kokku	`kokku
olema	olid
painutama	painuttud
ja	ja
siis	siiss
põhi	pöhi
olema	`olli
ikka	`ikka
all	all
ka	kaa
jah	jahh
need	need
hüüdma	`hüitti
rasi	rasjad
mina	mina
ei	äi
teadma	tea
mitte	`mitte
mis	mis
keel	`keeles
kuidas	kuidas
see	see
iga	igal
pool	pool
mis	mis
tema	ta
nimi	nimi
olema	oli
aga	aga
meie	`meittel
olema	oli
ikka	`ikka
see	see
hiidlane	`iidlasel
olema	oli
ikka	`ikka
see	see
rasi	rasi
jah	jahh
tahendus	tahendus
noh	nohh
need	need
mina	ma
ei	äi
teadma	tää
mis+moodi	mis+`moodi
see	see
e	e
Saare+maa	Saare+maal
võima	vöis
olema	`olle
aga	aga
siis	sis
siin	sii
olema	oli
seda+viisi	seda+visi
et	et
teine	teine
suur	suur
tugev	tugev
e	e
latt	latt
olema	oli
teise	teise
ääres	`ääres
ja	ja
siis	siiss
olema	olli
kujuma	kujudud
sinna	`senna
sisse	`sisse
sara+puu	sara+bust
ehk	ehk
mis	mis
siis	siiss
olema	oli
need	need
e	e
e	e
virb	virvad
või	vöi
need	need
olema	olid
sinna	`senna
sisse	`sisse
kujuma	kujutti
ja	ja
siis	siiss
saama	sai
sinna	`senna
peale	`peale
kala	kala
panema	`pandut
jah	jahh
noh	nohh
ütlema	`ütleme
silgu+kala	silgu+kala
ja	ja
nii+sugune	nii+sust
kala	kala
ja	ja
kõik	köik
kala	kala
võima	vöis
seal	seal
peal	peal
peal	peal
ka	ka
kuivatama	kuivatta
seal	säl
võima	vöis
suur	suuremaid
kala	kalu
ka	kaa
kuivatama	kuivatta
nii+moodi	nii+`moodi
jah	jahh
ikka	`ikka
kevadine	kevadisel
aeg	aeal
muidugi	muidud
sügisene	sügisesel
aeg	aeal
see	seda
tegema	teha
ei	äi
saama	saa
aga	äga
nii	nii
palju	palju
et	et
siis	siiss
nii+moodi	nii+`moodi
saama	sai
ikka	`ikka
kuivatama	kuivattut
et	et
vada	vada
esimene	esimese
vaart	vaardiga
saama	sai
siis	siiss
e	e
ütlema	`öötti
ikka	`ikka
et	et
veri+sool	veri+`soola
jah	jahh
ja	ja
vada	vada
see	see
et	ät
sool+vesi	sool+vesi
ja	ja
see	see
mis	mis
seal	seal
peal	peal
olema	oli
see	see
olema	`olli
ikka	ikka
nii+sugune	nii+sust
punane	punast
vöittu	`vöittu
aga	aga
vada	vada
kui	kui
sina	sa
siis	siis
uuesti	uuwest
ära	ära
soolama	`soolasid
siis	sis
see	seda
punane	punast
sool+vesi	sool+vett
enam	änam
ei	äi
olema	oln
siis	siis
olema	`olli
üsna	üsna
ilus	ilus
selge	`selge
sool+vesi	sool+vesi
olema	oli
peal	peal
ja	ja
see	see
esimene	esimese
vaart	vaardiga
siis	siis
tulema	tuli
see	see
maha	moha
ja	ja
no	no
e	e
siis	siis
nemad	nad
see	selle
vahe	vahe
sees	ses
need	neid
kuivatama	kuivattast
natuke	nattune
jah	jahh
nii+moodi	nii+moodi
noh	nohh
teine+kord	teine+kord
päike	`päikkese
käes	käes
ja	ja
muidugi	muidud
täät	täät
sina	sa
kui	kui
väga	väga
liiga	`liiga
tuline	tuline
päike	`päikke
olema	`olli
tema	ta
võima	vöis
e	e
kala	kala
keetma	`keetta
ka	kaa
jah	jahh
päris	päris
õige	`öige
aga	aga
nii	nii
ikka	`ikka
e	e
noh	nohh
ikka	`ikka
keskmiselt	`keskmiselt
keskmine	`keskmine
ikka	`ikka
et	et
mitte	`mitte
väga	väga
väga	väga
e	e
palav	pala
olema	pole
olema	oln
jah	jahh
tahendus	tahendus
jah	jahh
ah	ahh
paju+vits	paeu+`vitstest
noh	nohh
no	no
need	`nendest
teine+kord	teine+kord
tegema	`tehti
korv	`korvisi
ja	ja
üks	`ühte
ja	ja
teine	teist
e	e
asi	`asja
mis	mis
tegema	`tehtud
saama	sai
ka	kaa
jah	jahh
jah	jahh
noh	nohh
kala	kola
tooma	`toodi
teine+kord	teine+gord
meie	meittel
käima	käis
seda+viisi	seda+visi
et	et
need	need
kaugemalt	`kougemalt
mees	mehed
siit	siit
Partsi	`Partsi
küla	külast
ja	ja
kes	killega
meie	me
seltsis	`seltsis
meri	merel
käima	käisime
siis	s
hobune	obune
käima	käis
ikka	`ikka
iga	iga
hommik	omigu
vastas	`vastus
ja	ja
siis	siis
tooma	töi
need	ned
kala	kolad
ära	ära
nii+palju	ni+palju
kui	kui
siis	siis
olema	`olli
iga	iga
kord	kord
teine+kord	teine+kord
saama	sai
üsna	`üsna
hästi	`heasti
kala	kola
teine+kord	teine+kord
olema	pole
saama	saan
aga	aga
näät	näät
see	see
meri	mere
asi	asi
olema	on
see	see
aga	aga
tema	taa
olema	pole
nii	nii
e	e
jälle	jälle
alati	alatti
ühe+taoline	ühe+`tauline
teine+kord	teine+kord
saama	saad
tugevasti	tugevasti
teine+kord	teine+kord
ei	ei
saama	saa
miski	midagi
jah	jahh
aa	aa
jah	jahh
jah	jahh
kott	kotti
sisse	`sisse
võima	vöib
küll	küll
ka	kaa
panema	`panna
kala	kala
noh	nohh
need	need
olema	on
see	se
enne	ennemasti
vanasti	vanasti
olema	oli
mis	mis
olema	oll
nii+sugune	nii+sest
rohu+riie	rohu+`riidest
või	vöi
nii+sugune	nii+sest
jah	jahh
päris	päris
õige	`öige
jah	jahh
see	see
mis	mis
tema	ta
mis	mis
tema	ta
nüüd	nüid
olema	on
nüüdne	`nüitsel
aeg	aeal
olema	pole
enam	änam
need	neid
regi	regesid
ja	ja
need	neid
nõnda	nönna
tegema+ki	`tehtud+kid
need	need
aa	aa
seda+viisi	seda+visi
veel	veel
kui	kui
kui	kui
kolhoos	kaloos
need	neid
tarvitama	tarvittab
ju	ju
tema	ta
siis	siis
tegema	teeb
oma	omal
ka	kaa
no	no
aga	aga
siis	siss
enne	ennemalt
saama	sai
küll	küll
vanker	`vankrid
ja	ja
nii+sugune	nii+sugust
materjal	matterjali
saama	sai
ikka	`ikka
tegema	`tehtud
noh	nohh
vanker	`vankrid
saama	sai
tegema	`tehtud
nii+moodi	nii+`moodi
no	no
kodar	kodarad
ja	ja
kõik	köik
ja	ja
siis	siiss
e	e
pärast	pärast
e	e
saama	sai
raud+vits	roud+vits
peale	`peale
